workerid,condition,item,response,rt,stimulus,trial_index
96,moral,vignette,0,54930,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
96,moral,manipulation_check_justin,1,11129,<p>How quickly did Justin make his decision?</p><br>,3
96,moral,manipulation_check_nate,7,3387,<p>How quickly did Nate make his decision?</p><br>,4
96,moral,justin-conflicted,7,15568,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
96,moral,justin-reservations,1,9782,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
96,moral,justin-certain,1,5811,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
96,moral,justin-far,1,12671,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
96,moral,justin-principles,7,4828,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
96,moral,justin-deep,7,8998,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
96,moral,justin-standards,7,5466,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
96,moral,justin-calm,7,6351,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
96,moral,justin-upset,1,8416,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
96,moral,nate-conflicted,1,10069,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
96,moral,nate-reservations,7,3740,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
96,moral,nate-certain,7,4956,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
96,moral,nate-far,6,8513,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
96,moral,nate-principles,3,3719,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
96,moral,nate-deep,3,6208,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
96,moral,nate-standards,3,4111,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
96,moral,nate-calm,2,7185,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
96,moral,nate-upset,2,8418,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
96,moral,manipulation_check_justin,7,6601,<p>How quickly did Justin make his decision?</p><br>,23
96,moral,manipulation_check_nate,1,3415,<p>How quickly did Nate make his decision?</p><br>,24
107,moral,vignette,0,70317,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
107,moral,manipulation_check_justin,4,10215,<p>How quickly did Justin make his decision?</p><br>,3
107,moral,manipulation_check_nate,6,5523,<p>How quickly did Nate make his decision?</p><br>,4
107,moral,justin-conflicted,6,11693,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
107,moral,justin-reservations,3,14275,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
107,moral,justin-certain,3,7851,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
107,moral,justin-far,2,19873,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
107,moral,justin-principles,7,6932,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
107,moral,justin-deep,6,9845,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
107,moral,justin-standards,6,7834,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
107,moral,justin-calm,6,11917,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
107,moral,justin-upset,1,12829,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
107,moral,nate-conflicted,1,7133,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
107,moral,nate-reservations,6,6191,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
107,moral,nate-certain,5,13999,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
107,moral,nate-far,6,6560,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
107,moral,nate-principles,5,4882,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
